Document Title,Abstract,Year,PDF Link,Authors,Source,label,Round 2,
Artificial Neural Network Based Life Cycle Assessment Model for Product Concepts Using Product Classification Method,,NA,NA,"Kwang-Kyu Seo, Sung-Hwan Min and Hun-Woo Yoo ","Book Series Lecture Notes in Computer Science, Volume 3483/2005, Book Computational Science and Its Applications ? ICCSA 2005, Pages 458-466, SpringerLink Date Friday, May 13, 2005",no,,
Recognizing Textual Entailment Via Atomic Propositions ,,NA,NA,Elena Akhmatova and Diego Mollò ,"Book Series Lecture Notes in Computer Science, Volume 3944/2006, Book Machine Learning Challenges, Pages 385-403, SpringerLink Date Friday, April 07, 2006",no,,
I See What You See: Eye Movements in Real-World Scenes Are Affected by Perceived Direction of Gaze ,,NA,NA,"Monica S. Castelhano, Mareike Wieth and John M. Henderson ","Book Series Lecture Notes in Computer Science, Volume 4840/2007, Book Attention in Cognitive Systems. Theories and Systems from an Interdisciplinary Viewpoint, Pages 251-262, SpringerLink Date Monday, December 03, 2007",no,,
Mastering Dual-Shore Development ? The Tools and Materials Approach Adapted to Agile Offshoring,,NA,NA,Andreas Kornst?dt and Joachim Sauer,"Book Series Lecture Notes in Computer Science, Volume 4716/2007, Book Software Engineering Approaches for Offshore and Outsourced Development, Pages 83-95, SpringerLink Date Saturday, September 22, 2007",no,,
A Method for Development of Adequate Requirement Specification in the Plant Control Software Domain ,,NA,NA,"Masakazu Takahashi, Yoshinori Fukue, Satoru Takahashi and Takashi Kawasaki ","Book Series Lecture Notes in Computer Science, Volume 4252/2006, Book Knowledge-Based Intelligent Information and Engineering Systems, Pages 289-295, SpringerLink Date Wednesday, October 11, 2006",no,,
Probabilistic Document Length Priors for Language Models,,NA,NA,Roi Blanco and Alvaro Barreiro,"Book Series Lecture Notes in Computer Science, Volume 4956/2008, Book Advances in Information Retrieval, Pages 394-405, SpringerLink Date Thursday, March 27, 2008",no,,
Evolutionary Discovery of Arbitrary Self-replicating Structures,,NA,NA,Zhijian Pan and James Reggia,"Book Series Lecture Notes in Computer Science, Volume 3515/2005, Book Computational Science ? ICCS 2005, Pages 404-411, SpringerLink Date Wednesday, May 04, 2005",no,,
When Is Assistance Helpful to Learning? Results in Combining Worked Examples and Intelligent Tutoring,,NA,NA,"Bruce M. McLaren, Sung-Joo Lim and Kenneth R. Koedinger","Book Series Lecture Notes in Computer Science, Volume 5091/2008, Book Intelligent Tutoring Systems, Pages 677-680, SpringerLink Date Sunday, June 29, 2008",no,,
An Elaboration on Dynamically Re-configurable Communication Protocols Using Key Identifiers,,NA,NA,Kaushalya Premadasa and Bj?rn Landfeldt ,"Book Series Lecture Notes in Computer Science, Volume 3726/2005, Book High Performance Computing and Communcations, Pages 33-44, SpringerLink Date Wednesday, October 05, 2005",no,,
Note-Taking Support for Nurses Using Digital Pen Character Recognition System,,NA,NA,"Yujiro Hayashi, Satoshi Tamura, Satoru Hayamizu and Yutaka Nishimoto ","Book Series Lecture Notes in Computer Science, Volume 4270/2006, Book Interactive Technologies and Sociotechnical Systems, Pages 428-436, SpringerLink Date Thursday, October 12, 2006",no,,
Characterizing Peer-to-Peer Traffic across Internet,,NA,NA,"Yunfei Zhang, Lianhong Lei and Changjia Chen","Book Series Lecture Notes in Computer Science, Volume 3032/2004, Book Grid and Cooperative Computing, Pages 388-395, SpringerLink Date Monday, April 19, 2004",no,,
Forecasting the Volatility of Stock Price Index,,NA,NA,Tae Hyup Roh ,"Book Series Lecture Notes in Computer Science, Volume 4093/2006, Book Advanced Data Mining and Applications, Pages 424-435, SpringerLink Date Thursday, July 27, 2006",no,,
Data Mining in Tourism Demand Analysis: A Retrospective Analysis ,,NA,NA,"Rob Law, Henry Mok and Carey Goh ","Book Series Lecture Notes in Computer Science, Volume 4632/2007, Book Advanced Data Mining and Applications, Pages 508-515, SpringerLink Date Tuesday, August 14, 2007",no,,
An Effective Real-Parameter Genetic Algorithm with Parent Centric Normal Crossover for Multimodal Optimisation,,NA,NA,Pedro J. Ballester and Jonathan N. Carter ,"Book Series Lecture Notes in Computer Science, Volume 3102/2004, Book Genetic and Evolutionary Computation ? GECCO 2004, Pages 901-913, SpringerLink Date Tuesday, June 01, 2004",no,,
Adapting to When Students Game an Intelligent Tutoring System,,NA,NA,"Ryan S. J. d. Baker, Albert T. Corbett, Kenneth R. Koedinger, Shelley Evenson, Ido Roll, Angela Z. Wagner, Meghan Naim, Jay Raspat, Daniel J. Baker and Joseph E. Beck","Book Series Lecture Notes in Computer Science, Volume 4053/2006, Book Intelligent Tutoring Systems, Pages 392-401, SpringerLink Date Wednesday, June 21, 2006",no,,
Emotion Classification of Audio Signals Using Ensemble of Support Vector Machines,,NA,NA,Taner Danisman and Adil Alpkocak,"Book Series Lecture Notes in Computer Science, Volume 5078/2008, Book Perception in Multimodal Dialogue Systems, Pages 205-216, SpringerLink Date Tuesday, June 17, 2008",no,,
Comparison of Computerized Image Analyses for Digitized Screen-Film Mammograms and Full-Field Digital Mammography Images,,NA,NA,"Hui Li, Maryellen L. Giger, Yading Yuan, Li Lan, Kenji Suzuki, Andrew Jamieson, Laura Yarusso, Robert M. Nishikawa and Charlene Sennett ","Book Series Lecture Notes in Computer Science, Volume 4046/2006, Book Digital Mammography, Pages 569-575, SpringerLink Date Friday, September 29, 2006",no,,
The Use of Dynamic Display to Improve Reading Comprehension for the Small Screen of a Wrist Watch,,NA,NA,Yu-Hung Chien and Chien-Hsiung Chen,"Book Series Lecture Notes in Computer Science, Volume 4557/2007, Book Human Interface and the Management of Information. Methods, Techniques and Tools in Information Design, Pages 814-823, SpringerLink Date Friday, August 24, 2007",no,,
Designing Graphical Elements for Cognitively Demanding Activities: An Account on Fine-Tuning for Colors,,NA,NA,"Gilles Tabart, St?phane Conversy, Jean-Luc Vinot and Sylvie Ath?nes ","Book Series Lecture Notes in Computer Science, Volume 5136/2008, Book Interactive Systems. Design, Specification, and Verification, Pages 136-148, SpringerLink Date Wednesday, July 16, 2008",no,,
On Utilization of the Grid Computing Technology for Video Conversion and 3D Rendering,,NA,NA,"Chao-Tung Yang, Chuan-Lin Lai, Kuan-Ching Li, Ching-Hsien Hsu and William C. Chu","Book Series Lecture Notes in Computer Science,  Volume 3758/2005, Book Parallel and Distributed Processing and Applications, Pages 442-453, SpringerLink Date Wednesday, October 19, 2005",no,,
The Effects of Visual Versus Verbal Metaphors on Novice and Expert Learners? Performance,,NA,NA,Yu-chen Hsu ,"Book Series Lecture Notes in Computer Science, Volume 4553/2007, Book Human-Computer Interaction. HCI Applications and Services, Pages 264-269, SpringerLink Date Friday, August 24, 2007",no,,
A Study of Learners? Perceptions of the Interactivity of Web-Based Instruction,,NA,NA,Jui-ni Sun and Yu-chen Hsu,"Book Series Lecture Notes in Computer Science, Volume 4553/2007, Book Human-Computer Interaction. HCI Applications and Services, Pages 351-360, SpringerLink Date Friday, August 24, 2007",no,,
Communicability Criteria of Law Equations Discovery,,NA,NA,Takashi Washio and Hiroshi Motoda ,"Book Series Lecture Notes in Computer Science, Volume 4660/2007, Book Computational Discovery of Scientific Knowledge, Pages 98-119, SpringerLink Date Friday, August 24, 2007",no,,
Visual querying and analysis of large software repositories ,,NA,NA,Lucian Voinea and Alexandru Telea ,"Journal Empirical Software Engineering, Publisher Springer Netherlands, ISSN 1382-3256 (Print) 1573-7616 (Online), SpringerLink Date Saturday, May 10, 2008",no,,
Modeling the Behavior of TCP in Web Traffic ,,NA,NA,Hyoung-Kee Choi and John A. Copeland ,"Book Series Lecture Notes in Computer Science, Volume 3391/2005, Book Information Networking, Pages 188-197, SpringerLink Date Friday, January 28, 2005",no,,
Applying Dynamic Fuzzy Model in Combination with Support Vector Machine to Explore Stock Market Dynamism,,NA,NA,Deng-Yiv Chiu and Ping-Jie Chen,"Book Series Lecture Notes in Computer Science,  Volume 4432/2007, Book Adaptive and Natural Computing Algorithms, Pages 246-253. SpringerLink Date Tuesday, July 03, 2007",no,,
Comparison of AI Techniques for Fighting Action Games - Genetic Algorithms/Neural Networks/Evolutionary Neural Networks,,NA,NA,"Byeong Heon Cho, Chang Joon Park and Kwang Ho Yang ","Book Series Lecture Notes in Computer Science, Volume 4740/2007, Book Entertainment Computing ? ICEC 2007, Pages 55-65, SpringerLink Date Sunday, August 26, 2007",no,,
Factors Affecting Web Page Similarity,,NA,NA,Anastasios Tombros and Zeeshan Ali ,"Book Series Lecture Notes in Computer Science, Volume 3408/2005, Book Advances in Information Retrieval, Pages 487-501, SpringerLink Date Friday, April 01, 2005",no,,
The Design of a Portable Kit of Wireless Sensors for Naturalistic Data Collection,,NA,NA,"Emmanuel Munguia Tapia, Stephen S. Intille, Louis Lopez and Kent Larson ","Book Series Lecture Notes in Computer Science, Volume 3968/2006, Book Pervasive Computing, Pages 117-134, SpringerLink Date Friday, May 19, 2006",no,,
Cognitive complexity in data modeling: causes and recommendations,,NA,NA,"Dinesh Batra 
","Requirements Engineering, Volume 12, Number 4 / October, 2007 
",no,,
Challenges in Business Performance Measurement: The Case of a Corporate IT Function,,NA,NA,Stephen Corea and Andy Watters ,"Book Series Lecture Notes in Computer Science, Volume 4714/2007, Book Business Process Management, Pages 16-31, SpringerLink Date Tuesday, September 04, 2007",no,,
Numerical Time-Series Pattern Extraction Based on Irregular Piecewise Aggregate Approximation and Gradient Specification ,,NA,NA,"Miho Ohsaki, Hidenao Abe and Takahira Yamaguchi","New Generation Computing, Volume 25, Number 3 / May, 2007 ",no,,
Semantic Video Annotation by Mining Association Patterns from Visual and Speech Features,,NA,NA,"Vincent S. Tseng, Ja-Hwung Su, Jhih-Hong Huang and Chih-Jen Chen","Book Series Lecture Notes in Computer Science, Volume 5012/2008, Book Advances in Knowledge Discovery and Data Mining, Pages 1035-1041,SpringerLink Date Sunday, May 11, 2008",no,,
The Influence of Visual Angle on the Performance of Static Images Scanning,,NA,NA,"Xiang Qiu, Yong Niu and Xiaolan Fu ","Book Series Lecture Notes in Computer Science, Volume 4562/2007, Book Engineering Psychology and Cognitive Ergonomics, Pages 388-396, SpringerLink Date Friday, August 24, 2007",no,,
Physiologic System Interfaces Using fNIR with Tactile Feedback for Improving Operator Effectiveness,,NA,NA,"Erin M. Nishimura, Evan D. Rapoport, Benjamin A. Darling, Dennis R. Proffitt, Traci H. Downs and J. Hunter Downs ","Book Series Lecture Notes in Computer Science, Volume 4565/2007, Book Foundations of Augmented Cognition, Pages 323-328, SpringerLink Date Friday, August 24, 2007",no,,
Deriving a Valid Process Simulation from Real World Experiences,,NA,NA,"Christoph Dickmann, Harald Klein, Thomas Birkh?lzer, Wolfgang Fietz, JÅrgen Vaupel and Ludger Meyer ","Book Series Lecture Notes in Computer Science, Volume 4470/2007, Book Software Process Dynamics and Agility, Pages 272-282, SpringerLink Date Wednesday, July 04, 2007",no,,
Evolving Case-Based Reasoning with Genetic Algorithm in Wholesaler?s Returning Book Forecasting,,NA,NA,"Pei-Chann Chang, Yen-Wen Wang, Ching-Jung Ting, Chien-Yuan Lai and Chen-Hao Liu ","Book Series Lecture Notes in Computer Science, Volume 3612/2005, Book Advances in Natural Computation, Pages 205-214, SpringerLink Date Wednesday, July 27, 2005",no,,
On Extended Finite Element Method (XFEM) for Modelling of Organ Deformations Associated with Surgical Cuts,,NA,NA,"Lara M. Vigneron, Jacques G. Verly and Simon K. Warfield ","Book Series Lecture Notes in Computer Science, Volume 3078/2004, Book Medical Simulation, Pages 134-143, SpringerLink Date Wednesday, June 16, 2004",no,,
Maize Production Emulation System Based on Cooperative Models ,,NA,NA,Shijuan Li and Yeping Zhu ,"Book Series IFIP International Federation for Information Processing, Volume 259/2008, Book Computer And Computing Technologies In Agriculture, Volume II, Pages 1213-1221, SpringerLink Date Tuesday, March 25, 2008",no,,
Privacy Considerations in Location-Based Advertising ,,NA,NA,Heng Xu and Hock-Hai Teo ,"Book Series IFIP International Federation for Information Processing, Volume 185/2005, Book Designing Ubiquitous Information Environments: Socio-Technical Issues and Challenges, Pages 71-90, SpringerLink Date Thursday, February 09, 2006",no,,
Changing Induced Moods Via Virtual Reality,,NA,NA,"Rosa Mar?a Ba?os, V?ctor Lia?o, Cristina Botella, Mariano Alca?iz, Bel?n Guerrero and Beatriz Rey","Book Series Lecture Notes in Computer Science, Volume 3962/2006, Book Persuasive Technology, Pages 7-15, SpringerLink Date Friday, May 05, 2006",no,,
Using Simulated Students for the Assessment of Authentic Document Retrieval ,,NA,NA,Jonathan Brown and Maxine Eskenazi,"Book Series Lecture Notes in Computer Science, Volume 4053/2006, Book Intelligent Tutoring Systems, Pages 685-688, SpringerLink Date Wednesday, June 21, 2006",no,,
Designing an Aural Comprehension Aid for Interlingual Communication,,NA,NA,Hideyuki Nakanishi,"Book Series Lecture Notes in Computer Science, Volume 4568/2007, Book Intercultural Collaboration, Pages 170-181, SpringerLink Date Monday, August 13, 2007",no,,
Autobiographic Knowledge for Believable Virtual Characters,,NA,NA,Wan Ching Ho and Scott Watson ,"Book Series Lecture Notes in Computer Science, Volume 4133/2006, Book Intelligent Virtual Agents, Pages 383-394, SpringerLink Date Thursday, August 10, 2006",no,,
Integrating Service Registries with OWL-S Ontologies,,NA,NA,"Kyong-Ha Lee, Kyu-Chul Lee, Dae-Wook Lee and Suk-Ho Lee ","Book Series Lecture Notes in Computer Science, Volume 3683/2005, Book Knowledge-Based Intelligent Information and Engineering Systems, Pages 163-169, SpringerLink Date Friday, August 19, 2005",no,,
An Effective Method for Analyzing Intrusion Situation Through IP-Based Classification,,NA,NA,"Minsoo Kim, Jae-Hyun Seo, Seung-Yong Lee, Bong-Nam Noh, Jung-Taek Seo, Eung-Ki Park and Choon-Sik Park ","Book Series Lecture Notes in Computer Science, Volume 3481/2005, Book Computational Science and Its Applications ? ICCSA 2005, Pages 225-234, SpringerLink Date Monday, May 02, 2005",no,,
Flow Experience of MUD Players: Investigating Multi-User Dimension Gamers from the USA,,NA,NA,Anthony Faiola and Alexander E. Voiskounsky ,"Book Series Lecture Notes in Computer Science, Volume 4564/2007, Book Online Communities and Social Computing, Pages 324-333, SpringerLink Date Friday, August 24, 2007",no,,
Learning to Integrate Web Catalogs with Conceptual Relationships in Hierarchical Thesaurus,,NA,NA,"Jui-Chi Ho, Ing-Xiang Chen and Cheng-Zen Yang ","Book Series Lecture Notes in Computer Science,  Volume 4182/2006, Book Information Retrieval Technology, Pages 217-229, SpringerLink Date Wednesday, October 18, 2006",no,,
An Integrative Network Approach to Map the Transcriptome to the Phenome,,NA,NA,"Michael R. Mehan, Juan Nunez-Iglesias, Mrinal Kalakrishnan, Michael S. Waterman and Xianghong Jasmine Zhou ","Book Series Lecture Notes in Computer Science, Volume 4955/2008, Book Research in Computational Molecular Biology, Pages 232-245, SpringerLink Date Thursday, April 03, 2008",no,,
